Run,AvgSpotLen,Bases,BioProject,BioSample,Experiment,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,SRA Study,ArrayExpress-SPECIES
ERR2818980,302,15353422696,PRJEB21343,SAMEA104139183,ERX2825787,HiSeq X Ten,DN490201M:D3,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818981,302,14419777314,PRJEB21343,SAMEA104139184,ERX2825788,HiSeq X Ten,DN490201M:E3,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818982,302,16476352920,PRJEB21343,SAMEA104139185,ERX2825789,HiSeq X Ten,DN490201M:F3,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818983,302,16112246016,PRJEB21343,SAMEA104139186,ERX2825790,HiSeq X Ten,DN490201M:G3,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818984,302,15342416306,PRJEB21343,SAMEA104139187,ERX2825791,HiSeq X Ten,DN490201M:H3,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818985,302,14669926330,PRJEB21343,SAMEA104139188,ERX2825792,HiSeq X Ten,DN490201M:A4,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818986,302,15664766274,PRJEB21343,SAMEA104139189,ERX2825793,HiSeq X Ten,DN490201M:B4,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818987,302,17848790712,PRJEB21343,SAMEA104139190,ERX2825794,HiSeq X Ten,DN490201M:C4,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818988,302,17408612424,PRJEB21343,SAMEA104139191,ERX2825795,HiSeq X Ten,DN490201M:D4,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818989,302,17637979008,PRJEB21343,SAMEA104139192,ERX2825796,HiSeq X Ten,DN490201M:E4,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818990,302,15812151636,PRJEB21343,SAMEA104139193,ERX2825797,HiSeq X Ten,DN490201M:F4,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818991,302,16507488214,PRJEB21343,SAMEA104139194,ERX2825798,HiSeq X Ten,DN490201M:G4,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818992,302,15027990214,PRJEB21343,SAMEA104139195,ERX2825799,HiSeq X Ten,DN490201M:H4,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818993,302,15427098616,PRJEB21343,SAMEA104139196,ERX2825800,HiSeq X Ten,DN490201M:A5,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818994,302,16187186108,PRJEB21343,SAMEA104139197,ERX2825801,HiSeq X Ten,DN490201M:B5,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818995,302,16661458384,PRJEB21343,SAMEA104139198,ERX2825802,HiSeq X Ten,DN490201M:C5,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818996,302,16152113036,PRJEB21343,SAMEA104139199,ERX2825803,HiSeq X Ten,DN490201M:D5,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818997,302,17477806362,PRJEB21343,SAMEA104139200,ERX2825804,HiSeq X Ten,DN490201M:E5,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818998,302,14988685820,PRJEB21343,SAMEA104139201,ERX2825805,HiSeq X Ten,DN490201M:F5,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2818999,302,17610233966,PRJEB21343,SAMEA104139202,ERX2825806,HiSeq X Ten,DN490201M:G5,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2819000,302,16148470916,PRJEB21343,SAMEA104139203,ERX2825807,HiSeq X Ten,DN490201M:H5,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2819001,302,17062242584,PRJEB21343,SAMEA104139244,ERX2825808,HiSeq X Ten,DN490201M:A11,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2819002,302,18201988168,PRJEB21343,SAMEA104139245,ERX2825809,HiSeq X Ten,DN490201M:B11,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2819003,302,15657238320,PRJEB21343,SAMEA104139246,ERX2825810,HiSeq X Ten,DN490201M:C11,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
ERR2819004,302,16783096434,PRJEB21343,SAMEA104139247,ERX2825811,HiSeq X Ten,DN490201M:D11,PAIRED,RANDOM,GENOMIC,Cynotilapia afra,ILLUMINA,ERP023585,Cynotilapia afra
