Index,SampleID,Organism_ad,GenomeVersion,RunIDs,Coverage,TotalReads,InversionReads,DuplicationReads,ClippedReads,ChimericReads,bwa_version,gatk_version,pysam_version,BamSize,ProjectID,UnmappedReads,DiscordantReads,File,Organism_lmf,Ecogroup
467,SAMEA4032127,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749446,36.61732273,232189052,229098,281682,2497232,4312239,0.7.17,4.2.6.0,0.15.3,22164520490,PRJEB15289,941291,6243698,PRJEB15289/ERR1749446.unmapped_marked_adapters.bam,Maylandia emmiltos,Mbuna
468,SAMEA3388855,Copadichromis likomae,Mzebra_UMD2a,ERR1081367,14.83301434,113619141,166968,164446,1699316,2239975,0.7.17,4.2.6.1,0.15.3,9558444807,PRJEB1254,733255,4499890,PRJEB1254/ERR1081367.unmapped_marked_adapters.bam,Tyrannochromis nigriventer,Shallow_Benthic
469,SAMEA1920090,Copadichromis likomae,Mzebra_UMD2a,"ERR315228,,ERR303340,,ERR303349,,ERR303358,,ERR303367,,ERR303376,,ERR303385,,ERR303394,,ERR303403",46.05149181,440936247,413746,340034,6149248,4901201,0.7.17,4.2.6.1,0.15.3,56155164388,PRJEB1254,2756855,12345120,PRJEB1254/ERR315228.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
470,SAMEA2661356,Copadichromis likomae,Mzebra_UMD2a,ERR755302,6.765816543,51825357,47382,43162,997879,921422,0.7.17,4.2.6.1,0.15.3,4591074420,PRJEB1254,206219,1005124,PRJEB1254/ERR755302.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
471,SAMEA4033334,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1822251,41.23096275,261443968,634936,705336,8013633,14811194,0.7.17,4.2.6.0,0.15.3,28650773762,PRJEB15289,2528655,18104190,PRJEB15289/ERR1822251.unmapped_marked_adapters.bam,Astatotilapia bloyeti,Riverine
472,SAMEA2661321,Copadichromis likomae,Mzebra_UMD2a,ERR730981,5.219449529,39980368,38292,33640,900837,752465,0.7.17,4.2.6.1,0.15.3,3404096854,PRJEB1254,148360,784990,PRJEB1254/ERR730981.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
473,SAMEA2661416,Copadichromis likomae,Mzebra_UMD2a,ERR755307,6.213777628,47596804,43574,40562,813609,824183,0.7.17,4.2.6.1,0.15.3,4293743850,PRJEB1254,225054,992838,PRJEB1254/ERR755307.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
474,SAMEA4032088,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749513,39.09734422,247914774,257242,305604,2846945,4776236,0.7.17,4.2.6.0,0.15.3,23810287452,PRJEB15289,1807471,6442644,PRJEB15289/ERR1749513.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
475,SAMEA2661392,Copadichromis likomae,Mzebra_UMD2a,ERR702230,5.955797808,45620709,40498,38246,984385,812068,0.7.17,4.2.6.1,0.15.3,3997519205,PRJEB1254,174249,894834,PRJEB1254/ERR702230.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
476,SAMEA2661443,Copadichromis likomae,Mzebra_UMD2a,ERR702279,6.463418416,49509023,53718,47320,1166892,986132,0.7.17,4.2.6.1,0.15.3,4382693506,PRJEB1254,222930,1033886,PRJEB1254/ERR702279.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
477,SAMEA4032102,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749541,31.35001377,198789246,225634,243052,2405112,4048548,0.7.17,4.2.6.0,0.15.3,21068814485,PRJEB15289,915228,6020078,PRJEB15289/ERR1749541.unmapped_marked_adapters.bam,Labeotropheus trewavasae,Shallow_Benthic
478,SAMEA2661265,Copadichromis likomae,Mzebra_UMD2a,ERR715514,18.13922959,138944360,198304,127184,4584783,3401796,0.7.17,4.2.6.1,0.15.3,10054092674,PRJEB1254,612943,2912674,PRJEB1254/ERR715514.unmapped_marked_adapters.bam,Hemitaenichromis spilopterus,Shallow_Benthic
479,SAMEA4032114,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749432,27.7842381,176178798,255852,277062,2646066,4747189,0.7.17,4.2.6.0,0.15.3,56067926943,PRJEB15289,988565,6585792,PRJEB15289/ERR1749432.unmapped_marked_adapters.bam,Taeniolethrinops praeorbitalis,Shallow_Benthic
480,SAMEA1904329,Copadichromis likomae,Mzebra_UMD2a,"ERR299204,,ERR299213,,ERR295130",17.36418769,166259538,150508,124344,2549541,2154709,0.7.17,4.2.6.1,0.15.3,21794170649,PRJEB1254,1058964,3838574,PRJEB1254/ERR299204.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
481,SAMEA2661446,Copadichromis likomae,Mzebra_UMD2a,ERR702282,6.256023839,47920405,47602,45740,975750,896695,0.7.17,4.2.6.1,0.15.3,4294883215,PRJEB1254,217061,1044884,PRJEB1254/ERR702282.unmapped_marked_adapters.bam,Astatotilapia 'Itamba yellow',Riverine
482,SAMEA4032033,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749396,26.40369206,167424808,198374,229988,2154827,3471023,0.7.17,4.2.6.0,0.15.3,18687028140,PRJEB15289,3402108,5196164,PRJEB15289/ERR1749396.unmapped_marked_adapters.bam,Petrotilapia genalutea,Mbuna
483,SAMEA2661366,Copadichromis likomae,Mzebra_UMD2a,ERR731018,8.699094081,66634035,61170,53832,1554290,1181484,0.7.17,4.2.6.1,0.15.3,5621427778,PRJEB1254,255066,1288150,PRJEB1254/ERR731018.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
484,SAMEA4032101,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749539,31.71618234,201111107,245902,270494,2558262,4401439,0.7.17,4.2.6.0,0.15.3,21140564436,PRJEB15289,925397,6486076,PRJEB15289/ERR1749539.unmapped_marked_adapters.bam,Labeotropheus trewavasae,Shallow_Benthic
485,SAMEA1877464,Copadichromis likomae,Mzebra_UMD2a,"ERR266450,,ERR266466,,ERR266474",16.97550871,162537994,168390,129682,2399093,1892499,0.7.17,4.2.6.1,0.15.3,19945654364,PRJEB1254,1076954,4488232,PRJEB1254/ERR266450.unmapped_marked_adapters.bam,Astatotilapia Massoko Blue Predator,Riverine
486,SAMEA4033313,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749434,31.90825477,202329031,306116,320468,3037699,5654133,0.7.17,4.2.6.0,0.15.3,20937987250,PRJEB15289,1091418,7655168,PRJEB15289/ERR1749434.unmapped_marked_adapters.bam,Taeniolethrinops furcicauda,Shallow_Benthic
487,SAMEA1920093,Copadichromis likomae,Mzebra_UMD2a,"ERR315230,,ERR303342,,ERR303351,,ERR303360,,ERR303369,,ERR303378,,ERR303387,,ERR303396,,ERR303405",47.98358557,459435760,442776,382722,6830859,5750591,0.7.17,4.2.6.1,0.15.3,58530539649,PRJEB1254,2847565,12496264,PRJEB1254/ERR315230.unmapped_marked_adapters.bam,Lethrinops lethrinus,Shallow_Benthic
488,SAMEA2661291,Copadichromis likomae,Mzebra_UMD2a,ERR715525,15.6145859,119605887,113852,109052,2044344,2129731,0.7.17,4.2.6.1,0.15.3,9876765671,PRJEB1254,520431,2608066,PRJEB1254/ERR715525.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
489,SAMEA4032066,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749503,38.69197623,245344351,244540,311182,2682765,4479143,0.7.17,4.2.6.0,0.15.3,24355150422,PRJEB15289,1597637,6726148,PRJEB15289/ERR1749503.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
490,SAMEA2661425,Copadichromis likomae,Mzebra_UMD2a,ERR702261,8.009112312,61348856,57656,57978,1148645,1085055,0.7.17,4.2.6.1,0.15.3,5170605363,PRJEB1254,282437,1351002,PRJEB1254/ERR702261.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
491,SAMEA2661397,Copadichromis likomae,Mzebra_UMD2a,ERR702235,12.93346735,99068835,107880,93552,2219303,1929575,0.7.17,4.2.6.1,0.15.3,7827457872,PRJEB1254,596836,2143254,PRJEB1254/ERR702235.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
492,SAMEA4033286,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749520,42.85125585,271718185,458360,469730,4380745,8448750,0.7.17,4.2.6.0,0.15.3,26740822133,PRJEB15289,1417481,11154702,PRJEB15289/ERR1749520.unmapped_marked_adapters.bam,Diplotaxodon limnothrissa,Diplotaxodon
493,SAMEA3388857,Copadichromis likomae,Mzebra_UMD2a,ERR1081369,15.13758261,115952098,161984,176242,1768288,2267577,0.7.17,4.2.6.1,0.15.3,8991090792,PRJEB1254,681218,4476252,PRJEB1254/ERR1081369.unmapped_marked_adapters.bam,Taeniochromis holotaenia,Shallow_Benthic
494,SAMEA4032056,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749487,34.22558896,217023159,328208,324010,3363209,6303547,0.7.17,4.2.6.0,0.15.3,21017522673,PRJEB15289,1231477,7802464,PRJEB15289/ERR1749487.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic
495,SAMEA2661450,Copadichromis likomae,Mzebra_UMD2a,ERR702286,8.476771337,64931069,87024,56210,2410291,1484217,0.7.17,4.2.6.1,0.15.3,5338271009,PRJEB1254,169770,1065170,PRJEB1254/ERR702286.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
496,SAMEA1877407,Copadichromis likomae,Mzebra_UMD2a,"ERR266488,,ERR266464,,ERR266496",17.25990274,165261025,177108,138832,2415177,1929332,0.7.17,4.2.6.1,0.15.3,19948889870,PRJEB1254,994038,5491414,PRJEB1254/ERR266488.unmapped_marked_adapters.bam,Astatotilapia Massoko Yellow Calliptera,Riverine
497,SAMEA4032053,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749481,37.12353725,235398939,353728,367598,3561905,6813092,0.7.17,4.2.6.0,0.15.3,23457969094,PRJEB15289,1229508,9079896,PRJEB15289/ERR1749481.unmapped_marked_adapters.bam,Protomelas ornatus,Shallow_Benthic
498,SAMEA2661220,Copadichromis likomae,Mzebra_UMD2a,ERR715488,17.75303383,135986146,154636,136454,3122905,2912130,0.7.17,4.2.6.1,0.15.3,9798710281,PRJEB1254,636433,3273226,PRJEB1254/ERR715488.unmapped_marked_adapters.bam,Otopharynx speciosus,Shallow_Benthic
499,SAMEA2661326,Copadichromis likomae,Mzebra_UMD2a,ERR730985,7.739432834,59283143,56182,47782,1383899,1120427,0.7.17,4.2.6.1,0.15.3,5066067385,PRJEB1254,208458,1029730,PRJEB1254/ERR730985.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
500,SAMEA4032134,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749457,29.68252987,188215794,275894,283944,2911906,5390585,0.7.17,4.2.6.0,0.15.3,59162422925,PRJEB15289,949708,6760366,PRJEB15289/ERR1749457.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
501,SAMEA2661231,Copadichromis likomae,Mzebra_UMD2a,ERR702298,6.259639953,47948104,102116,48574,2027237,1527864,0.7.17,4.2.6.1,0.15.3,4162345412,PRJEB1254,164044,961632,PRJEB1254/ERR702298.unmapped_marked_adapters.bam,Ctenopharynx intermedius,Shallow_Benthic
502,SAMEA4032069,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749509,36.84936339,233660413,230698,298408,2466155,4298587,0.7.17,4.2.6.0,0.15.3,23683279837,PRJEB15289,1686271,6314120,PRJEB15289/ERR1749509.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
503,SAMEA2661259,Copadichromis likomae,Mzebra_UMD2a,ERR715510,17.1109622,131067953,136666,129318,2703314,2601048,0.7.17,4.2.6.1,0.15.3,32462109979,PRJEB1254,620605,3048198,PRJEB1254/ERR715510.unmapped_marked_adapters.bam,Cyathochromis obliquidens,Shallow_Benthic
504,SAMEA4032112,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749427,34.64871576,219706190,331834,321198,3531882,6334723,0.7.17,4.2.6.0,0.15.3,22043376482,PRJEB15289,1379947,7648554,PRJEB15289/ERR1749427.unmapped_marked_adapters.bam,Dimidiochromis strigatus,Shallow_Benthic
505,SAMEA2661222,Copadichromis likomae,Mzebra_UMD2a,ERR715490,16.18165808,123949593,195304,132578,3641126,3508334,0.7.17,4.2.6.1,0.15.3,9085550142,PRJEB1254,534494,3353750,PRJEB1254/ERR715490.unmapped_marked_adapters.bam,Copadichromis trimaculatus,Utaka
506,SAMEA2661365,Copadichromis likomae,Mzebra_UMD2a,ERR731017,8.028183493,61494939,57876,51424,1273951,1117247,0.7.17,4.2.6.1,0.15.3,5259217259,PRJEB1254,243727,1196268,PRJEB1254/ERR731017.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
507,SAMEA4033259,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749466,30.06021673,190610692,284812,298356,2876980,5232499,0.7.17,4.2.6.0,0.15.3,19809904420,PRJEB15289,1048167,7111308,PRJEB15289/ERR1749466.unmapped_marked_adapters.bam,Trematocranus placodon,Shallow_Benthic
508,SAMEA2661394,Copadichromis likomae,Mzebra_UMD2a,ERR702232,10.41417544,79771356,80124,72186,1638246,1484925,0.7.17,4.2.6.1,0.15.3,6444671064,PRJEB1254,318181,1649216,PRJEB1254/ERR702232.unmapped_marked_adapters.bam,Astatotilapia 'Massoko olive',Riverine
509,SAMEA2661279,Copadichromis likomae,Mzebra_UMD2a,ERR715478,5.922024834,45362012,51564,45400,954045,966169,0.7.17,4.2.6.1,0.15.3,3842385476,PRJEB1254,210513,1088952,PRJEB1254/ERR715478.unmapped_marked_adapters.bam,Placidochromis longimanus,Shallow_Benthic
510,SAMEA4032100,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749537,29.11506645,184617530,194856,228768,2203534,3673977,0.7.17,4.2.6.0,0.15.3,18983057075,PRJEB15289,1043399,5096988,PRJEB15289/ERR1749537.unmapped_marked_adapters.bam,Pseudotropheus elongatus,Mbuna
511,SAMEA2661422,Copadichromis likomae,Mzebra_UMD2a,ERR702258,7.493720828,57401018,51118,49420,1013495,976495,0.7.17,4.2.6.1,0.15.3,4893297369,PRJEB1254,263325,1215320,PRJEB1254/ERR702258.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
512,SAMEA2661428,Copadichromis likomae,Mzebra_UMD2a,ERR702264,6.525715327,49986210,47908,45740,935562,889624,0.7.17,4.2.6.1,0.15.3,4378227278,PRJEB1254,224348,1099826,PRJEB1254/ERR702264.unmapped_marked_adapters.bam,Astatotilapia 'Itamba blue',Riverine
513,SAMEA4033280,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749508,36.20596449,229580645,254156,307516,2615834,4484031,0.7.17,4.2.6.0,0.15.3,22873370726,PRJEB15289,1639327,6760510,PRJEB15289/ERR1749508.unmapped_marked_adapters.bam,Maylandia zebra,Mbuna
514,SAMEA2661304,Copadichromis likomae,Mzebra_UMD2a,ERR730970,9.229197671,70694566,87824,59718,2851990,1492312,0.7.17,4.2.6.1,0.15.3,6244019433,PRJEB1254,236986,1293818,PRJEB1254/ERR730970.unmapped_marked_adapters.bam,Astatotilapia 'Massoko littoral',Riverine
515,SAMEA4033323,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1757754,36.04700123,228572665,345610,387266,3545245,6611839,0.7.17,4.2.6.0,0.15.3,22376752989,PRJEB15289,2288583,8519856,PRJEB15289/ERR1757754.unmapped_marked_adapters.bam,Copadichromis virginalis,Utaka
516,SAMEA1920092,Copadichromis likomae,Mzebra_UMD2a,"ERR315227,,ERR303339,,ERR303348,,ERR303357,,ERR303366,,ERR303375,,ERR303384,,ERR303393,,ERR303402",48.19062479,461418130,446878,355014,6460276,5105448,0.7.17,4.2.6.1,0.15.3,58391323782,PRJEB1254,3762091,12748662,PRJEB1254/ERR315227.unmapped_marked_adapters.bam,Astatotilapia calliptera,AC
517,SAMEA2661358,Copadichromis likomae,Mzebra_UMD2a,ERR731012,8.506566966,65159300,61072,54364,1444605,1159431,0.7.17,4.2.6.1,0.15.3,16993284224,PRJEB1254,248285,1349930,PRJEB1254/ERR731012.unmapped_marked_adapters.bam,Astatotilapia 'Massoko benthic',Riverine
518,SAMEA2661405,Copadichromis likomae,Mzebra_UMD2a,ERR702242,7.118091678,54523743,61818,48954,1464627,1121655,0.7.17,4.2.6.1,0.15.3,4627247449,PRJEB1254,316326,1056576,PRJEB1254/ERR702242.unmapped_marked_adapters.bam,Astatotilapia 'Massoko small yellow',Riverine
519,SAMEA4033341,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1743781,22.85781716,144940550,368276,398768,4698110,7762512,0.7.17,4.2.6.0,0.15.3,16190681799,PRJEB15289,1129811,10357590,PRJEB15289/ERR1743781.unmapped_marked_adapters.bam,Astatotilapia bloyeti,Riverine
520,SAMEA4033297,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1749540,35.16315127,222968206,261674,297118,2784873,4755054,0.7.17,4.2.6.0,0.15.3,70839532844,PRJEB15289,989817,6755788,PRJEB15289/ERR1749540.unmapped_marked_adapters.bam,Labeotropheus trewavasae,Shallow_Benthic
521,SAMEA4032138,Astatotilapia rukwa blue,Mzebra_UMD2a,ERR1822249,35.11784221,222680903,313808,324054,3089620,5900897,0.7.17,4.2.6.0,0.15.3,23240919617,PRJEB15289,1151790,8198566,PRJEB15289/ERR1822249.unmapped_marked_adapters.bam,Dimidiochromis kiwinge,Shallow_Benthic
